name,official_name,capital,population,region,subregion,languages,borders,timezones,flag,map,currencies,famous_places
Palestine,State of Palestine,Ramallah,4803269,Asia,Western Asia,Arabic,"ISR, EGY, JOR",UTC+02:00,https://flagcdn.com/w320/ps.png,https://goo.gl/maps/QvTbkRdmdWEoYAmt5,"Egyptian pound (E£), Israeli new shekel (₪), Jordanian dinar (JD)","[{'name': 'List of museums in Palestine', 'detail': 'This is a list of museums in Palestine.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/%D9%82%D8%B5%D8%B1_%D8%A7%D9%84%D8%A8%D8%A7%D8%B4%D8%A7_%D9%81%D9%8A_%D8%BA%D8%B2%D8%A9.jpg/500px-%D9%82%D8%B5%D8%B1_%D8%A7%D9%84%D8%A8%D8%A7%D8%B4%D8%A7_%D9%81%D9%8A_%D8%BA%D8%B2%D8%A9.jpg'}, {'name': 'Bisan City tourist village', 'detail': 'The Bisan City tourist village was a tourism development complex initiated by the Hamas government, located in the northern part of Gaza, Palestine.\nThe 270 dunam leisure park includes a new wedding hall, gardens, soccer fields, an Olympic-size swimming pool a 19-hectare zoo,  playgrounds, and restaurants.   6,000 people are said to visit every weekend; some arrive in buses subsidized for by the government.  On arrival, the passengers pay admission fees. It was built on government-owned land at a cost of  $1.5 million  and is supervised by Fathi Hammad, the Hamas Minister of the Interior.\nThe tourist village was built by the government on Interior Ministry land formerly used as a garbage dump. \nAccording to Egyptian journalist Ashraf Abu Al-Houl writing in Al-Ahram, the tourist village is one of a rapidly growing group of Gaza pleasure parks, including Zahrat Al-Madain, the Al-Bustan resort, and the Crazy Water Park, so many of which were completed between his visit to Gaza in February 2010 and his return in July 2010 as to make Gaza ""almost unrecognizable.""  He continues, ""A sense of absolute prosperity prevails, as manifested by the grand resorts along and near Gaza\'s coast. Further, the sight of the merchandise and luxuries filling the Gaza shops amazed me. Merchandise is sold more cheaply than in Egypt, although most of it is from the Egyptian market, and there are added shipping costs and costs for smuggling it via the tunnels – so that it could be expected to be more expensive...the siege was broken even before Israel\'s action against the ships of the Freedom Flotilla in late May; everything already was coming into the Gaza Strip from Egypt. If this weren\'t the case, businessmen would not have been able to build so many resorts in under four months.""\nAccording to Reuters, the resort is part of a ""construction boom"" in ""recreational facilities"" that has prompted some to criticize Hamas for putting money into entertainment venues like the tourist village at Bisan City and the Crazy Water Park rather than into housing and infrastructure.', 'image': ''}, {'name': 'List of churches in Palestine', 'detail': 'This is a list of most important churches in the West Bank and Gaza Strip in the State of Palestine:', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Church_of_the_nativity_beth.jpg/500px-Church_of_the_nativity_beth.jpg'}]"
India,Republic of India,New Delhi,1380004385,Asia,Southern Asia,"English, Hindi, Tamil","BGD, BTN, MMR, CHN, NPL, PAK",UTC+05:30,https://flagcdn.com/w320/in.png,https://goo.gl/maps/WSk3fLwG4vtPQetp7,Indian rupee (₹),"[{'name': 'List of tourist attractions in Vadodara', 'detail': 'This is a list of tourist attractions in Vadodara, a city in Gujarat, India.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Baroda_Museum_exterior.jpg/500px-Baroda_Museum_exterior.jpg'}, {'name': 'Tourism in India', 'detail': ""Tourism in India is 4.6% of the country's gross domestic product (GDP). Unlike other sectors, tourism is not a priority sector for the Government of India. The World Travel and Tourism Council calculated that tourism generated ₹13.2 lakh crore (US$160 billion) or 5.8% of India's GDP and supported 32.1 million jobs in 2021. Even though, these numbers were lower than the pre-pandemic figures; the country's economy witnessed a significant growth in 2021 after the massive downturn during 2020. The sector is predicted to grow at an annual rate of 7.8% to ₹33.8 lakh crore (US$400 billion) by 2031 (7.2% of GDP). India has established itself as the 5th largest global travel healthcare destination with an estimated market size of around $9 billion in 2019, out of the total global travel healthcare industry of $44.8 billion(2019). In 2014, 184,298 foreign patients travelled to India to seek medical treatment.\nAccording to the Ministry of Tourism, over 6.19 million and 1.52 million foreign tourists arrived in India in 2022 and 2021 respectively compared to 10.93 million in 2019, representing a -44% degrowth. In 2022, Gujarat Tops India in Foreign Tourism with 20.17% Share in 2022. Gujarat rose as a global tourism hotspot continues with over 15.40 lakh tourists visiting in 2023. In 2023, 2509.63 million Domestic Tourist Visits (DTVs) were recorded (provisionally) compared to 1731.01 Million DTVs in 2022.\nThe World Economic Forum's Travel and Tourism Development Index 2021, which replaced its previous Travel and Tourism Competitiveness Report, ranks India 54th out of 117 countries overall. The last edition of the Travel and Tourism Competitiveness Report, published in 2019, had ranked India 34th out of 140 countries overall. The report ranked the price competitiveness of India's tourism sector 13th out of 140 countries. It mentioned that India has quite good air transport infrastructure (ranked 33rd), particularly given the country's stage of development, and reasonable ground and port infrastructure (ranked 28th). The country also scored high on natural resources (ranked 14th), and cultural resources and business travel (ranked 8th). The World Tourism Organization reported that India's receipts from tourism during 2012 ranked 16th in the world, and 7th among Asian and Pacific countries.\nThe Ministry of Tourism designs national policies for the development and promotion of tourism. In the process, the Ministry consults and collaborates with other stakeholders in the sector including various central ministries/agencies, state governments, union territories and private sector representatives. Concerted efforts are being made to promote niche tourism products such as rural, cruise, medical and eco-tourism. The Ministry of Tourism maintains the Incredible India campaign focused on promoting tourism in India."", 'image': ''}, {'name': 'List of tourist attractions in Mumbai', 'detail': 'Mumbai, India has centuries of history and many sites of tourist interest.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Gateway_of_India_%2C_Hotel_Taj_and_%2COberoi_Hotels_%2C_Mumbai%2C_Mahrashtra%2C_India.jpg/500px-Gateway_of_India_%2C_Hotel_Taj_and_%2COberoi_Hotels_%2C_Mumbai%2C_Mahrashtra%2C_India.jpg'}]"
Russia,Russian Federation,Moscow,144104080,Europe,Eastern Europe,Russian,"AZE, BLR, CHN, EST, FIN, GEO, KAZ, PRK, LVA, LTU, MNG, NOR, POL, UKR","UTC+03:00, UTC+04:00, UTC+06:00, UTC+07:00, UTC+08:00, UTC+09:00, UTC+10:00, UTC+11:00, UTC+12:00",https://flagcdn.com/w320/ru.png,https://goo.gl/maps/4F4PpDhGJgVvLby57,Russian ruble (₽),"[{'name': 'Lists of tourist attractions', 'detail': 'The following lists of tourist attractions include tourist attractions in various countries.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Victoria_Falls_aerial_view_September_2003.jpg/500px-Victoria_Falls_aerial_view_September_2003.jpg'}, {'name': 'AAAAA Tourist Attractions of China', 'detail': 'AAAAA (Chinese: 国家5A级旅游景区; pinyin: Guójiā Wǔ ""A"" jí Lǚyóu Jǐngqū) is awarded to the most important and best-maintained tourist attractions in the People\'s Republic of China, given the highest level in the rating categories used by the Ministry of Culture and Tourism. As of 2025, there are 359 tourist attractions listed as 5A.', 'image': ''}, {'name': 'Tourist attractions in Vienna', 'detail': 'The tourist attractions of Vienna concentrate in three distinct areas. The largest cluster, centred on Schönbrunn Palace, attracted around five million visitors in 2009, down from six million in 2008. Museums and exhibitions of Hofburg Palace accounted for nearly two million visitors in 2008, with a significant decline in 2009. The third, and the newest, cluster of modern art museums in Museumsquartier attracted less than one million visitors. Nearby duo of Kunsthistorisches and Naturhistorisches museums, located halfway between Museumsquartier and Hofburg, also reported around one million visitors. The Landstraße district, which lies south-east of the old city, is home to art exhibitions at the Belvedere Palace and the KunstHausWien.\nVienna stands out among other European tourist destinations for being a ""new old city"", a city in transition from an older ""picture city"" like Florence and Venice to being a global city like Paris and London. For six consecutive years, 2003–2008, tourism industry was on the rise, but the 2008 financial crisis caused a sharp decline, especially in long-distance tourism from Asia and North America. The new museums of modern art retained or even increased their attendance, but museums of classical art lost more than a third of their former ticket sales. According to preliminary data for the first half of 2010, Vienna is already past the bottom of the crisis and visitor numbers are rising again. In 2013, Vienna was ranked the world’s most livable city for the fifth consecutive year, playing host to 5.8 million tourists, a growth of over four percent as compared to 2012.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Palacio_de_Sch%C3%B6nbrunn%2C_Viena%2C_Austria%2C_2020-02-02%2C_DD_28.jpg/500px-Palacio_de_Sch%C3%B6nbrunn%2C_Viena%2C_Austria%2C_2020-02-02%2C_DD_28.jpg'}]"
India,Republic of India,New Delhi,1380004385,Asia,Southern Asia,"English, Hindi, Tamil","BGD, BTN, MMR, CHN, NPL, PAK",UTC+05:30,https://flagcdn.com/w320/in.png,https://goo.gl/maps/WSk3fLwG4vtPQetp7,Indian rupee (₹),"[{'name': 'List of tourist attractions in Vadodara', 'detail': 'This is a list of tourist attractions in Vadodara, a city in Gujarat, India.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Baroda_Museum_exterior.jpg/500px-Baroda_Museum_exterior.jpg'}, {'name': 'Tourism in India', 'detail': ""Tourism in India is 4.6% of the country's gross domestic product (GDP). Unlike other sectors, tourism is not a priority sector for the Government of India. The World Travel and Tourism Council calculated that tourism generated ₹13.2 lakh crore (US$160 billion) or 5.8% of India's GDP and supported 32.1 million jobs in 2021. Even though, these numbers were lower than the pre-pandemic figures; the country's economy witnessed a significant growth in 2021 after the massive downturn during 2020. The sector is predicted to grow at an annual rate of 7.8% to ₹33.8 lakh crore (US$400 billion) by 2031 (7.2% of GDP). India has established itself as the 5th largest global travel healthcare destination with an estimated market size of around $9 billion in 2019, out of the total global travel healthcare industry of $44.8 billion(2019). In 2014, 184,298 foreign patients travelled to India to seek medical treatment.\nAccording to the Ministry of Tourism, over 6.19 million and 1.52 million foreign tourists arrived in India in 2022 and 2021 respectively compared to 10.93 million in 2019, representing a -44% degrowth. In 2022, Gujarat Tops India in Foreign Tourism with 20.17% Share in 2022. Gujarat rose as a global tourism hotspot continues with over 15.40 lakh tourists visiting in 2023. In 2023, 2509.63 million Domestic Tourist Visits (DTVs) were recorded (provisionally) compared to 1731.01 Million DTVs in 2022.\nThe World Economic Forum's Travel and Tourism Development Index 2021, which replaced its previous Travel and Tourism Competitiveness Report, ranks India 54th out of 117 countries overall. The last edition of the Travel and Tourism Competitiveness Report, published in 2019, had ranked India 34th out of 140 countries overall. The report ranked the price competitiveness of India's tourism sector 13th out of 140 countries. It mentioned that India has quite good air transport infrastructure (ranked 33rd), particularly given the country's stage of development, and reasonable ground and port infrastructure (ranked 28th). The country also scored high on natural resources (ranked 14th), and cultural resources and business travel (ranked 8th). The World Tourism Organization reported that India's receipts from tourism during 2012 ranked 16th in the world, and 7th among Asian and Pacific countries.\nThe Ministry of Tourism designs national policies for the development and promotion of tourism. In the process, the Ministry consults and collaborates with other stakeholders in the sector including various central ministries/agencies, state governments, union territories and private sector representatives. Concerted efforts are being made to promote niche tourism products such as rural, cruise, medical and eco-tourism. The Ministry of Tourism maintains the Incredible India campaign focused on promoting tourism in India."", 'image': ''}, {'name': 'List of tourist attractions in Varanasi', 'detail': 'Varanasi is one of the most prominent tourist places in India. The city attracts millions of domestic and international tourists. The temples across the city attract pilgrims. The ghats and the Buddhist site Sarnath attract tourists from abroad. Varanasi is one of the oldest cities in the world, which makes it rich with cultural heritage. The city is home to ghats, temples, and museums.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Ahilya_Ghat_by_the_Ganges%2C_Varanasi.jpg/500px-Ahilya_Ghat_by_the_Ganges%2C_Varanasi.jpg'}]"
India,Republic of India,New Delhi,1380004385,Asia,Southern Asia,"English, Hindi, Tamil","BGD, BTN, MMR, CHN, NPL, PAK",UTC+05:30,https://flagcdn.com/w320/in.png,https://goo.gl/maps/WSk3fLwG4vtPQetp7,Indian rupee (₹),"[{'name': 'List of tourist attractions in Vadodara', 'detail': 'This is a list of tourist attractions in Vadodara, a city in Gujarat, India.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Baroda_Museum_exterior.jpg/500px-Baroda_Museum_exterior.jpg'}, {'name': 'Tourism in India', 'detail': ""Tourism in India is 4.6% of the country's gross domestic product (GDP). Unlike other sectors, tourism is not a priority sector for the Government of India. The World Travel and Tourism Council calculated that tourism generated ₹13.2 lakh crore (US$160 billion) or 5.8% of India's GDP and supported 32.1 million jobs in 2021. Even though, these numbers were lower than the pre-pandemic figures; the country's economy witnessed a significant growth in 2021 after the massive downturn during 2020. The sector is predicted to grow at an annual rate of 7.8% to ₹33.8 lakh crore (US$400 billion) by 2031 (7.2% of GDP). India has established itself as the 5th largest global travel healthcare destination with an estimated market size of around $9 billion in 2019, out of the total global travel healthcare industry of $44.8 billion(2019). In 2014, 184,298 foreign patients travelled to India to seek medical treatment.\nAccording to the Ministry of Tourism, over 6.19 million and 1.52 million foreign tourists arrived in India in 2022 and 2021 respectively compared to 10.93 million in 2019, representing a -44% degrowth. In 2022, Gujarat Tops India in Foreign Tourism with 20.17% Share in 2022. Gujarat rose as a global tourism hotspot continues with over 15.40 lakh tourists visiting in 2023. In 2023, 2509.63 million Domestic Tourist Visits (DTVs) were recorded (provisionally) compared to 1731.01 Million DTVs in 2022.\nThe World Economic Forum's Travel and Tourism Development Index 2021, which replaced its previous Travel and Tourism Competitiveness Report, ranks India 54th out of 117 countries overall. The last edition of the Travel and Tourism Competitiveness Report, published in 2019, had ranked India 34th out of 140 countries overall. The report ranked the price competitiveness of India's tourism sector 13th out of 140 countries. It mentioned that India has quite good air transport infrastructure (ranked 33rd), particularly given the country's stage of development, and reasonable ground and port infrastructure (ranked 28th). The country also scored high on natural resources (ranked 14th), and cultural resources and business travel (ranked 8th). The World Tourism Organization reported that India's receipts from tourism during 2012 ranked 16th in the world, and 7th among Asian and Pacific countries.\nThe Ministry of Tourism designs national policies for the development and promotion of tourism. In the process, the Ministry consults and collaborates with other stakeholders in the sector including various central ministries/agencies, state governments, union territories and private sector representatives. Concerted efforts are being made to promote niche tourism products such as rural, cruise, medical and eco-tourism. The Ministry of Tourism maintains the Incredible India campaign focused on promoting tourism in India."", 'image': ''}, {'name': 'List of tourist attractions in Varanasi', 'detail': 'Varanasi is one of the most prominent tourist places in India. The city attracts millions of domestic and international tourists. The temples across the city attract pilgrims. The ghats and the Buddhist site Sarnath attract tourists from abroad. Varanasi is one of the oldest cities in the world, which makes it rich with cultural heritage. The city is home to ghats, temples, and museums.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Ahilya_Ghat_by_the_Ganges%2C_Varanasi.jpg/500px-Ahilya_Ghat_by_the_Ganges%2C_Varanasi.jpg'}]"
Pakistan,Islamic Republic of Pakistan,Islamabad,220892331,Asia,Southern Asia,"English, Urdu","AFG, CHN, IND, IRN",UTC+05:00,https://flagcdn.com/w320/pk.png,https://goo.gl/maps/5LYujdfR5yLUXoERA,Pakistani rupee (₨),"[{'name': 'Tourism in Pakistan', 'detail': 'Tourism in Pakistan is a growing industry. In 2010, Lonely Planet termed Pakistan ""tourism\'s \'next big thing\'"". The country is geographically and ethnically diverse, and has a number of historical and cultural heritage sites. Condé Nast Traveller ranked Pakistan The Best Holiday Destination for 2020 and also declared it the third-highest potential adventure destination in the world for 2020. As security in the country improves, tourism increases; in two years, it has increased by more than 300%.\nIn 2018, the British Backpacker Society ranked Pakistan the world\'s top adventure travel destination, describing the country as ""one of the friendliest countries on earth, with mountain scenery that is beyond anyone\'s wildest imagination"". Forbes ranked Pakistan as one of the ‘coolest places’ to visit in 2019. The World Economic Forum\'s Travel and Tourism Competitiveness Report placed Pakistan in the top 25 percent of global destinations for its World Heritage Sites, which range from the mangroves in the Indus delta to the Indus Valley civilization sites including Mohenjo-daro and Harappa.\nAccording to the World Economic Forum\'s Travel and Tourism Competitiveness Report 2017, the direct contribution of travel and tourism to Pakistan\'s GDP in 2015 was US$328.3 million, constituting 2.8% of the total GDP. According to the World Travel and Tourism Council, the direct contribution of travel and tourism to Pakistan\'s GDP in 2016 was Rs. 793 billion (equivalent to Rs. 4.0 trillion or US$14 billion in 2021), constituting 2.7% of the total GDP. By 2025, the government predicts tourism will contribute Rs. 1 trillion (US$3.5 billion) to the Pakistani economy.\nIn October 2006, one year after the 2005 Kashmir earthquake, The Guardian released a list of ""the top five tourist sites in Pakistan"" to help the country\'s tourism industry. The sites included Lahore, the Karakoram Highway, Karimabad and Lake Saiful Muluk. To promote the country\'s cultural heritage, in 2007, Pakistan launched the ""Visit Pakistan"" marketing campaign that involved events including fairs, religious festivals, regional sporting events, arts and craft shows, folk festivals and openings of historical museums.\nIn 2013, over half a million tourists visited Pakistan, contributing $298 million; these figures have since risen to over 6.6 million tourists in 2018. By comparison, Pakistan\'s domestic tourism industry is estimated at 50 million tourists who travel in the country on short trips usually between May and August. The largest inflow of tourists are from the United Kingdom, followed by the United States, India and China.\n\n', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Lahore_Fort.jpg/500px-Lahore_Fort.jpg'}, {'name': 'List of tourist attractions in Karachi', 'detail': 'Karachi is a tourist destination for domestic and international tourists. This is a list of tourist attractions in the city of Karachi, Sindh, Pakistan.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Jinnah_Mausoleum.JPG/500px-Jinnah_Mausoleum.JPG'}, {'name': 'Lists of tourist attractions', 'detail': 'The following lists of tourist attractions include tourist attractions in various countries.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Victoria_Falls_aerial_view_September_2003.jpg/500px-Victoria_Falls_aerial_view_September_2003.jpg'}]"
Italy,Italian Republic,Rome,59554023,Europe,Southern Europe,"Italian, Catalan","AUT, FRA, SMR, SVN, CHE, VAT",UTC+01:00,https://flagcdn.com/w320/it.png,https://goo.gl/maps/8M1K27TDj7StTRTq8,Euro (€),"[{'name': 'Tourist attraction', 'detail': 'A tourist attraction is a place of interest that tourists visit, typically for its inherent or exhibited natural or cultural value, historical significance, natural or built beauty, offering leisure and amusement.\n\n', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/1_times_square_night_2013.jpg/500px-1_times_square_night_2013.jpg'}, {'name': 'Lists of tourist attractions', 'detail': 'The following lists of tourist attractions include tourist attractions in various countries.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Victoria_Falls_aerial_view_September_2003.jpg/500px-Victoria_Falls_aerial_view_September_2003.jpg'}, {'name': 'List of tourist attractions in Rome', 'detail': ""Rome is regarded as one of the world's most beautiful ancient cities, and contains vast amounts of priceless works of art, palaces, museums, parks, churches, gardens, basilicas, temples, villas, piazzas, theatres, and other venues in general. As one of the world's most important and visited cities, there are numerous popular tourist attractions. In 2005, the city received 19.5 million global visitors, up of 22.1% from 2001. The 5 most visited places in Rome are: #1 Pantheon (8 million tourists a year), #2 The Colosseum (7.036.104 tourists a year), #3 Trevi Fountain (3.5 million tourists a year), #4 Sistine Chapel (3 million tourists a year) and #5 The Roman Forum (2.5 million tourists a year). The study was conducted by the Ministero dei Beni e della Attivita' Culturali e del Turismo (MIBACT) for the year 2017. Rome is the city with the most monuments in the world."", 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Colosseo_panorama.JPG/500px-Colosseo_panorama.JPG'}]"
India,Republic of India,New Delhi,1380004385,Asia,Southern Asia,"English, Hindi, Tamil","BGD, BTN, MMR, CHN, NPL, PAK",UTC+05:30,https://flagcdn.com/w320/in.png,https://goo.gl/maps/WSk3fLwG4vtPQetp7,Indian rupee (₹),"[{'name': 'List of tourist attractions in Vadodara', 'detail': 'This is a list of tourist attractions in Vadodara, a city in Gujarat, India.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Baroda_Museum_exterior.jpg/500px-Baroda_Museum_exterior.jpg'}, {'name': 'Tourism in India', 'detail': ""Tourism in India is 4.6% of the country's gross domestic product (GDP). Unlike other sectors, tourism is not a priority sector for the Government of India. The World Travel and Tourism Council calculated that tourism generated ₹13.2 lakh crore (US$160 billion) or 5.8% of India's GDP and supported 32.1 million jobs in 2021. Even though, these numbers were lower than the pre-pandemic figures; the country's economy witnessed a significant growth in 2021 after the massive downturn during 2020. The sector is predicted to grow at an annual rate of 7.8% to ₹33.8 lakh crore (US$400 billion) by 2031 (7.2% of GDP). India has established itself as the 5th largest global travel healthcare destination with an estimated market size of around $9 billion in 2019, out of the total global travel healthcare industry of $44.8 billion(2019). In 2014, 184,298 foreign patients travelled to India to seek medical treatment.\nAccording to the Ministry of Tourism, over 6.19 million and 1.52 million foreign tourists arrived in India in 2022 and 2021 respectively compared to 10.93 million in 2019, representing a -44% degrowth. In 2022, Gujarat Tops India in Foreign Tourism with 20.17% Share in 2022. Gujarat rose as a global tourism hotspot continues with over 15.40 lakh tourists visiting in 2023. In 2023, 2509.63 million Domestic Tourist Visits (DTVs) were recorded (provisionally) compared to 1731.01 Million DTVs in 2022.\nThe World Economic Forum's Travel and Tourism Development Index 2021, which replaced its previous Travel and Tourism Competitiveness Report, ranks India 54th out of 117 countries overall. The last edition of the Travel and Tourism Competitiveness Report, published in 2019, had ranked India 34th out of 140 countries overall. The report ranked the price competitiveness of India's tourism sector 13th out of 140 countries. It mentioned that India has quite good air transport infrastructure (ranked 33rd), particularly given the country's stage of development, and reasonable ground and port infrastructure (ranked 28th). The country also scored high on natural resources (ranked 14th), and cultural resources and business travel (ranked 8th). The World Tourism Organization reported that India's receipts from tourism during 2012 ranked 16th in the world, and 7th among Asian and Pacific countries.\nThe Ministry of Tourism designs national policies for the development and promotion of tourism. In the process, the Ministry consults and collaborates with other stakeholders in the sector including various central ministries/agencies, state governments, union territories and private sector representatives. Concerted efforts are being made to promote niche tourism products such as rural, cruise, medical and eco-tourism. The Ministry of Tourism maintains the Incredible India campaign focused on promoting tourism in India."", 'image': ''}, {'name': 'List of tourist attractions in Varanasi', 'detail': 'Varanasi is one of the most prominent tourist places in India. The city attracts millions of domestic and international tourists. The temples across the city attract pilgrims. The ghats and the Buddhist site Sarnath attract tourists from abroad. Varanasi is one of the oldest cities in the world, which makes it rich with cultural heritage. The city is home to ghats, temples, and museums.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Ahilya_Ghat_by_the_Ganges%2C_Varanasi.jpg/500px-Ahilya_Ghat_by_the_Ganges%2C_Varanasi.jpg'}]"
India,Republic of India,New Delhi,1380004385,Asia,Southern Asia,"English, Hindi, Tamil","BGD, BTN, MMR, CHN, NPL, PAK",UTC+05:30,https://flagcdn.com/w320/in.png,https://goo.gl/maps/WSk3fLwG4vtPQetp7,Indian rupee (₹),"[{'name': 'List of tourist attractions in Vadodara', 'detail': 'This is a list of tourist attractions in Vadodara, a city in Gujarat, India.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Baroda_Museum_exterior.jpg/500px-Baroda_Museum_exterior.jpg'}, {'name': 'Tourism in India', 'detail': ""Tourism in India is 4.6% of the country's gross domestic product (GDP). Unlike other sectors, tourism is not a priority sector for the Government of India. The World Travel and Tourism Council calculated that tourism generated ₹13.2 lakh crore (US$160 billion) or 5.8% of India's GDP and supported 32.1 million jobs in 2021. Even though, these numbers were lower than the pre-pandemic figures; the country's economy witnessed a significant growth in 2021 after the massive downturn during 2020. The sector is predicted to grow at an annual rate of 7.8% to ₹33.8 lakh crore (US$400 billion) by 2031 (7.2% of GDP). India has established itself as the 5th largest global travel healthcare destination with an estimated market size of around $9 billion in 2019, out of the total global travel healthcare industry of $44.8 billion(2019). In 2014, 184,298 foreign patients travelled to India to seek medical treatment.\nAccording to the Ministry of Tourism, over 6.19 million and 1.52 million foreign tourists arrived in India in 2022 and 2021 respectively compared to 10.93 million in 2019, representing a -44% degrowth. In 2022, Gujarat Tops India in Foreign Tourism with 20.17% Share in 2022. Gujarat rose as a global tourism hotspot continues with over 15.40 lakh tourists visiting in 2023. In 2023, 2509.63 million Domestic Tourist Visits (DTVs) were recorded (provisionally) compared to 1731.01 Million DTVs in 2022.\nThe World Economic Forum's Travel and Tourism Development Index 2021, which replaced its previous Travel and Tourism Competitiveness Report, ranks India 54th out of 117 countries overall. The last edition of the Travel and Tourism Competitiveness Report, published in 2019, had ranked India 34th out of 140 countries overall. The report ranked the price competitiveness of India's tourism sector 13th out of 140 countries. It mentioned that India has quite good air transport infrastructure (ranked 33rd), particularly given the country's stage of development, and reasonable ground and port infrastructure (ranked 28th). The country also scored high on natural resources (ranked 14th), and cultural resources and business travel (ranked 8th). The World Tourism Organization reported that India's receipts from tourism during 2012 ranked 16th in the world, and 7th among Asian and Pacific countries.\nThe Ministry of Tourism designs national policies for the development and promotion of tourism. In the process, the Ministry consults and collaborates with other stakeholders in the sector including various central ministries/agencies, state governments, union territories and private sector representatives. Concerted efforts are being made to promote niche tourism products such as rural, cruise, medical and eco-tourism. The Ministry of Tourism maintains the Incredible India campaign focused on promoting tourism in India."", 'image': ''}, {'name': 'List of tourist attractions in Varanasi', 'detail': 'Varanasi is one of the most prominent tourist places in India. The city attracts millions of domestic and international tourists. The temples across the city attract pilgrims. The ghats and the Buddhist site Sarnath attract tourists from abroad. Varanasi is one of the oldest cities in the world, which makes it rich with cultural heritage. The city is home to ghats, temples, and museums.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Ahilya_Ghat_by_the_Ganges%2C_Varanasi.jpg/500px-Ahilya_Ghat_by_the_Ganges%2C_Varanasi.jpg'}]"
Sweden,Kingdom of Sweden,Stockholm,10353442,Europe,Northern Europe,Swedish,"FIN, NOR",UTC+01:00,https://flagcdn.com/w320/se.png,https://goo.gl/maps/iqygE491ADVgnBW39,Swedish krona (kr),"[{'name': 'List of tourist attractions in Helsinki', 'detail': 'This is a list of popular tourism sights in Helsinki, the capital of Finland.', 'image': ''}, {'name': 'Tourism in Denmark', 'detail': 'Tourism in Denmark is a growing industry and a major economic contributor. Tourists spent a total of DKK 128 billion and the tourism industry employed 161,999 people in full time positions in 2017. \nIn 2018, tourists from Denmark\'s neighboring countries, Germany, Norway, and Sweden, comprised the majority of foreign tourists. That year also saw 30 million international arrivals. The number of overnight visitors has been slightly increasing since 2014; in 2018, 16.6 million tourists stayed overnight.  \nDenmark has long stretches of sandy beaches, attracting many tourists in the summer, with Germany accounting for most foreign visitors. Swedish and Norwegian tourists often come to visit the relatively lively city of Copenhagen, while many young Scandinavians come for Denmark\'s comparably cheap and readily accessible beer, wines and spirits.\nAs one of Europe\'s oldest kingdoms and the home of Hans Christian Andersen, Denmark is often marketed as a ""fairytale country"". The term is so ingrained, that it is still used in international news reports, especially when the news is of a nature contradicting the image, such as the Copenhagen riots or the Jyllands-Posten Muhammad cartoons controversy.\nDenmark has a relatively large outbound tourism, with Spain as primary destination, accounting for 14% of all overnight stays abroad of four days or more in 2013. Turkey ranks as the primary destination outside of Europe at 7%.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Helsingoer_Kronborg_Castle.jpg/500px-Helsingoer_Kronborg_Castle.jpg'}, {'name': 'Tourism in Norway', 'detail': ""As of 2019, Norway ranks 22nd in the World Economic Forum's Travel and Tourism Competitiveness Report. Tourism in Norway contributed 4.2% of the gross domestic product as reported in 2018. Every seven in a hundred people throughout the country work in the tourism industry. Tourism is seasonal in Norway, with more than half of total tourists visiting between the months of May and August."", 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Geiranger2.JPG/500px-Geiranger2.JPG'}]"
